question,answer,label
혹시 소갈비구이 대신 회로 변경도 가능한가요?,네 가능합니다만 회를 좋아하시면 4만 원짜리 드시고 따로 회를 추가하시는 게 더 나으실 겁니다,Yes
혹시 세트메뉴도 있을까요?,네 가능합니다,Yes
혹시 세트 메뉴 중에서 콜라를 사이다로 바꿀 수 있나요?,네 바꿔드리겠습니다,Yes
혹시 세일 상품 있나요?,네 이월 상품은 이쪽에 있습니다,Yes
혹시 세명 이상이셔야 되시구요,예예,Yes
혹시 선생님 지금 고지서 가지고 계신 거 있으신가요,그 예전 꺼 제가 들고 왔어요 집에서 네,Yes
혹시 선생님 그 차 넘버가요 흰색 간판입니까?,예,Yes
혹시 선생님 그 수도사업소에서 계량기를 교체하신건가요,네 저기 머지 상수도 긴급교체 표지판있고 그분들이 나오셔서 칠년에서 팔년정도 된 노후된 계량기는 저기 원래 교체한다 그러시면서 그렇게 나오셨던데요 기사님들이,Yes
혹시 선생님 고지서 지금 가지고 계시는 거세요 거기 관리번호라고 숫자 있을 텐데 확인 좀 부탁드리겠습니다.,예예 일구구사 공공이 팔구이,Yes
혹시 선결제도 가능한가요?,네 가능합니다,Yes
혹시 샷 추가 가능한가요?,네 샷 추가 가능합니다,Yes
혹시 생수도 파나요?,네 1병 서비스로 드릴게요,Yes
혹시 삼성페이 되나요?,네 가능해요,Yes
혹시 삼성 파이로 결제 가능해요?,네 그럼요,Yes
혹시 사진이 있어요?,네 이거예요 이 가격에 프리미엄 사이드랑 샐러드 드리고 이만 원 추가하시면 파스타 하나 추가해서 드리고 있어요,Yes
혹시 사진 보여주실 수 있나요?,네 보여드릴게요,Yes
혹시 사고 반품은 안되겠죠?,네 세일 기간이기 때문에 반품은 안되고 교환만 돼요,Yes
혹시 빵 종류도 있나요?,네 저기서 직접 가져오시면 됩니다,Yes
혹시 빨간색 계열의 가방이 있나요?,네 있어요,Yes
혹시 빈 방 있나요?,"네, 방 있어요",Yes
혹시 부동산 위치 알 수 있을까요?,"네, 문자로 전송해 드리겠습니다.",Yes
혹시 부근에 삼십이 평짜리 아파트 전세 나온 거 있어요?,"요새 엄청 힘든데 지금 #주소#가 이억 삼천만 원에서 이억 사천만 원 정도고, 매물도 이억 삼천만 원이 제일 싸고 지금 두 개 밖에 없네요",Yes
혹시 보증금을 더 올리는 것도 가능한가요?,네 1000만 원 더 조절 가능합니다,Yes
혹시 보증금은 상관 없으신가요?,네 500만 원 이내면 상관 없을 것 같아요,Yes
혹시 베라크루즈 인가요?,네 맞아요,Yes
혹시 배우자님이 엘피지 차량이라던지 이런 특이사항은 전혀 없지요,예예,Yes
혹시 배달음식도 시켜 먹으셔도 되나요?,네 됩니다,Yes
혹시 배달료 따로 받나요?,네,Yes
혹시 배달되나요?,네 17000원 이상 되면 배달됩니다,Yes
혹시 배달 되는가요?,네 배달돼요,Yes
혹시 바비큐 파티도 가능한가요?,"네, 추가로 인당 만 원만 내시면 돼요",Yes
혹시 바비큐 시설 이용하려면 별도의 추가 요금이 있을까요?,"네, 2인 기준 2만 5천 원 추가 요금 있어요",Yes
혹시 바닷가에서 쓸만한 모자도 있나요?,네 있어요,Yes
혹시 미리 주문해도 될까요?,네 그럼요,Yes
혹시 뭐 이전 받으시는 분이 장애인 등록으로 차량등록하신다거나 하시는 부분은 아니시구요,예 지금 차가 가스 엘피지찬데 이게 지금 오년이 넘어 일반인 이전이 가능한 걸로 알고 있거든요,Yes
혹시 뭐 이전 등록하신 거세요,네,Yes
혹시 뭐 관리번호 고지서 가지고 계신다면 확인되십니까?,네 관리번호 일구팔팔 공공공이사삼,Yes
혹시 물티슈는 있나요?,네 물티슈도 드리겠습니다,Yes
혹시 무명솜인가요?,예 옛날에 어머님이 해주신 이불이에요,Yes
혹시 목걸이랑 세트인가요?,네. 세트도 가능합니다.,Yes
혹시 모텔에 트윈베드 룸이 있나요?,"네, 트윈베드 룸 이용 가능하세요",Yes
혹시 메뉴판 주실 수 있나요?,네 여기 있습니다,Yes
혹시 먹다가 음식이 남으면 포장도 가능한가요?,네 요청해주시면 포장해드리고 있어요,Yes
혹시 먹다가 남으면 포장은 해주시나요?,네 해드려요,Yes
혹시 룸은  자리가 없나요?,룸은 예약하셔야 이용 가능합니다,Yes
혹시 뜯어서 하나 먹고 안 먹는다 하시면 반품은 안 되죠?,네 반품은 안 됩니다,Yes
혹시 따뜻한 물 좀 얻을 수 있을까요?,"네, 따뜻한 물 준비해드리게습니다",Yes
혹시 등록 예정이었던 분의 성함 확인 가능합니까,네 차영석이구요,Yes
혹시 들고 가야 될 거 서류 같은 거있으면 말씀 좀 해 주세요,예 그럼 번호판은 선생님 당일 반납하시고 새번호판을 받으셔야 되고요 그리고 차주분의 신분증 차주분 그러니까 방문하시는 대리인 분의 신분증 소지하시고 방문하시면 되고 번호판 찍어내는데는 시간이 한 삼십분정도 예상하셔야 되구요,Yes
혹시 두분 다 공동명의아니고 단독명의차량인가요,뭐 비스토는 단독명의이고요 저희가 받아 오면 공동명의 남편이름으로 할 거든요 남편혼자할 거예요 가족 한 명으로 운전할 거니까,Yes
혹시 더 밝은 색 있나요?,네 보여드릴게요,Yes
혹시 대구시청에서 그 네 울산의 그 여권을 발급받을 수 있을까요,예 선생님 전국 어디에서나 발급이 가능하구요 예 선생님 대구시청 뿐만아니라 가까운 중구청을 제외한 가까운 구청에서도 여권발급은 가능합니다,Yes
혹시 대구나 경북으로 시작하는 지역번호판 차량인가요,네,Yes
혹시 당구장 안에서 음식 배달 시켜 먹어도 되나요?,네 가능합니다,Yes
혹시 당구를 치다가 다른 손님이 가시면 포켓볼로 옮겨도 되나요?,네 그런데 게임비는 따로 지불하셔야 합니다,Yes
혹시 당구 칠 줄 아세요?,네 칠 수는 있는데 잘은 못 칩니다,Yes
혹시 다자녀라고 하셨는데 자녀분에 그러면 첫째 분이 이천십육년 기준으로 그 생일이 안 지나신 거 맞으시구요,생일요 아홉살 일곱살 네살인데,Yes
혹시 다른 이름으로 하신 건지 확인 해 주실래요?,다시 보니 신랑 이름으로 예약했네요,Yes
혹시 다른 색상도 있나요?,네 검은색 자주색 베이지색 이렇게 있어요,Yes
혹시 다 못 먹으면 테이크아웃도 해주시지요?,네,Yes
혹시 다 못 먹게되면 포장 해주시는가요?,네,Yes
혹시 녹색번호판 조금 훼손돼 가지고 흰색으로 바꿀려고 하는데 오래 돼가지고 거기 성서에도 그 업무를 봐줘요,네 맞습니다.,Yes
혹시 녹색 번호판인가요,네,Yes
혹시 네이버 페이도 되나요?,네이버 페이는 지금 안됩니다,Yes
혹시 내일도 영업합니까?,네 일요일만 쉬고 나머지 요일은 영업합니다,Yes
혹시 내일 저녁 여섯시에 식사 예약 가능한가요?,"네 가능합니다. 예약자분 성함, 연락처, 인원수를 남겨주세요",Yes
혹시 내일 예약 취소되는 건 있으면 말씀드릴까요?,"네, 오늘은 신관 301호에 묵으시면 되세요",Yes
혹시 남으면 포장해 주시는가요?,네,Yes
혹시 남으면 포장?,네 해드릴게요,Yes
혹시 김밥 주문 가능한가요?,네 주문 가능합니다,Yes
혹시 기간은 처리 기간은 좀 알 수 있을까요,처리기간은 선생님 접수일자 포함해서 영업일 기준으로 사일 째 받아 보실 수가 있구요 예 수정 상에 문제가 없다면은 영업일 기준으로 사일 째 수령이 가능합니다.,Yes
혹시 그럼 내일 주문을 미리 예약할 수 있나요?,죄송합니다만 당일 예약만 가능합니다,Yes
혹시 그러면은 애기아빠만 가고 제가 안가도 가능한가요,그럼요 예 가능은 해요,Yes
혹시 그러면 지금 자동이체는 설정되어 있나요 선생님,예 대구은행요,Yes
혹시 그 조카 분 두 분 다 같이 오실 수는 없는 거죠 선생님,네 네 조카 학교를 다니다 보니까,Yes
혹시 그 전입신고는 되어 있는 상태인가요,예 예 예 예,Yes
혹시 그 위에 다가 시나몬 가루 좀 뿌려주실 수 있나요?,네 시나몬 가루 뿌려드릴게요,Yes
혹시 그 양수 받으시는 분이 지역이 대구분 맞습니까? 사용 본거지가,예 경산 경산,Yes
혹시 그 양도 양수인 두 분이 다 방문을 못하는 경우이십니까?,제 같이 가는 거예요,Yes
혹시 그 새로 그 등록하시는 분이 공동 명의로 등록하시는 건 아니고 본인 단독 명의로 등록하시는 거세요,예예,Yes
혹시 그 방 말고도 보증금이랑 월세 비슷한 방 있을까요?,몇 군데 선정해놨으니까 한 번씩 돌아보면 될 거예요,Yes
혹시 그 검사 기간만 아시면 되는 건가요,예 그쵸,Yes
혹시 그 개인택 개인 자가용 이전 맞으시죠.,예예,Yes
혹시 그 가상계좌 좀 불러줄수 있을까요,아 예 그러면 선생님 휴대폰으로 계좌번호하고 금액을 문자로 전송하겠습니다,Yes
혹시 규동 위에 돈가스 튀긴거 올라가는 건 없어요?,저희는 돈가스 종류는 없어요 메뉴에 차슈 올라가는 거고요 규동은 보이시는 게 다예요,Yes
혹시 군대는 다녀오신 거 맞으시구요 ,네네,Yes
혹시 국물 나오나요?,네 드릴게요,Yes
혹시 구청에서 하는 거랑 시청에서 하는 거랑 발급기간이 좀 차이가 나나요 혹시 ,그렇지 않습니다. 동일하게 발급됩니다. 선생님,Yes
혹시 구청에서 하는 거랑 시청에서 하는 거랑 발급기간이 좀 차이가 나나요,그렇지 않습니다. 동일하게 발급됩니다.,Yes
혹시 공동명의라던지,아 예 그런 건 아니에요,Yes
혹시 공깃밥도 주문이 되나요?,네 한 공기당 천 원이요,Yes
혹시 계산은 카드로도 가능한가요?,예 카드 계산 됩니다,Yes
혹시 계산은 카드도 가능한가요?,네 카드로도 계산 가능합니다,Yes
혹시 계산은 카드도 가능한가요?,예 카드로 계산 가능합니다,Yes
혹시 결제도 현금으로 결제 하셨습니까,아 현금으로 해서 그렇습니다 아 안그러면 카드로 하면 그거를 찾을 수 있다 하던데 현금이라서 그러네요,Yes
혹시 검은 스키니 바지 있나요?,네 이쪽에 있습니다,Yes
혹시 거기 한 달씩 숙박도 되나요?,"네, 한 달 숙박해도 가격은 똑같아요",Yes
"혹시 거 염색하는데, 헤나염색도 하시나요?","예, 있어요",Yes
혹시 거 만촌동 있는데 그 쪽 맞습니까,네 선생님 맞습니다 만촌동 아 예 있습니다,Yes
혹시 개인 자가용차량에 대한 부분 문의주시는거 맞으십니까,네,Yes
혹시 개인 개인으로 단독으로 이전하신다는 말씀이세요,아 예,Yes
혹시 같이 마실 드링크 있나요?,네 같이 드릴게요,Yes
혹시 같은 걸로 교환이 가능할까요?,네 먼저 저희 지점에 재고가 있는지 확인해 보겠습니다,Yes
혹시 A 세트에 볶음밥 해물볶음밥으로도 변경 가능한가요?,네 2000원 추가하시면 가능합니다,Yes
혹시 70대 할머니가 입을만한 옷이 있나요?,네 이쪽으로 둘러보시면 됩니다,Yes
혹시 4명 앉을 자리가 있나요?,네 이쪽으로 앉아주세요,Yes
혹시 40대 여성분에게 인기 있었던 목걸이 추천해주실 수 있나요?,네 다음 몇 가지 제품들을 소개해드리겠습니다.,Yes
혹시 1인분도 배달 가능한가요,네 물론입니다,Yes
혹시  방은 없나요?,이미 예약이 되어 있는 자리입니다,Yes
혹 여권발행하는데 거의 사일정도 걸리는거 맞나요,예 맞습니다 소요시간은 사일정도 평일기준으로 해서요 사일소요가 되실거구요,Yes
호텔에 와이파이 있죠?,"네, 와이파이 돼요",Yes
호텔 예약해주신 분과 동일하신 분인가요?,제 이름으로 예약했습니다,Yes
호텔 안 편의시설 말씀이세요?,"예, 호텔 안 편의시설이요",Yes
호텔 라운지는 무료로 이용할 수 있는 거죠?,네 무료로 이용 가능하세요,Yes
호텔 내 와이파이가 무료인가요?,네 무료로 와이파이 이용 가능해요,Yes
호주산도 있나요?,네 1킬로에 3만 원입니다,Yes
형제가 오면 할인이 되나요?,네 원래 두 명이 24만 원인데 각각 만 원씩 할인해서 두 명이면 22만 원이요,Yes
형제 할인 이런건 있나요?,네 할인 해드려요,Yes
형광커피는 아이스네요?,네 여름에 드셔보시면 맛있어요,Yes
혓바늘 났을 때는 알보칠 밖에 답이 없나요?,"네, 알보칠 밖에 없습니다.",Yes
현찰로 십만 원 인가요?,"네, 현금하시면 십만 원 정도 입니다",Yes
현찰로 사면 저렴하게 안되고?,세일 안되는 상품이예요,Yes
현재는 공사 중이라 어지러운 데 그래도 보시겠어요?,네 한번 가보고 부가적인 옵션 말씀드릴게요,Yes
"현재 흰색, 검은색 있는데 신어보시겠어요?","네, 검은색 부탁드릴게요.",Yes
현재 차량이 감면 받으신 차량은 아니시잖아요 선생님,네네네,Yes
현재 유효기간이 남아 있는 겁니까? 선생님 훼손 된 거라고 하시면,네 네,Yes
현재 아 현재 차주가 아직 지분을 다른 분한테 일부 드리는 건가요,예 예 한 일프로 정도만,Yes
현재 숙박 중이신 방이 302호이신가요?,"네, 추워서 잠을 잘 수가 없어요",Yes
현재 선생님 그 장애등급이 있으신분께서 구매하는 차량이 엘피지 차량이세요,예 맞습니다,Yes
현재 번호판이 흰색 번호판 맞습니까?,예,Yes
현장 결제 가능한가요?,"네, 오셔서 현장 결제 하셔도 돼요",Yes
현장 가서 구경할 수 있을까요?,네 지금 같이 가보시죠,Yes
현대 엠 포인트 카드 할인돼요?,네 엠 포인트는 최대 이십 프로까지 할인돼요,Yes
현금할까요?,네,Yes
현금하면 좀 할인해주세요?,그렇게 하세요,Yes
현금하면 좀 할인되나요?,네 하시면 2만 원에 드릴게요,Yes
현금하면 좀 싸게 하고 그런 거 없어요?,"네, 그런 거 없어요",Yes
현금하고 카드만?,네,Yes
현금이랑 카드랑 똑같아요?,네 똑같아요,Yes
현금이랑 카드랑 똑같아요?,네 적립은 똑같습니다,Yes
현금이랑 카드랑 가격 똑같아요?,네 한 1만 원 정도 밖에 차이는 안 나요,Yes
현금이랑 카드 모두 되나요?,네 무인정산기에서 결제하실 수도 있습니다,Yes
현금이나 카드는 되죠?,"네, 현금이랑 카드 전부 됩니다",Yes
현금이나 카드나 똑같이 3프로 적립이 되는 거예요?,네 3프로씩 적립이 됩니다,Yes
현금이나 카드 똑같이 적립되는 거예요?,네 적립은 똑같습니다,Yes
현금이나 카드 똑같이 7000원이에요?,네 똑같아요,Yes
현금이 없어서 입금해드려도 될까요?,"네, 계좌번호 알려드릴게요",Yes
현금이 없어서 그런데 혹시 카드도 되나요?,"네, 이쪽 카드 투입구에 신용카드를 넣어주세요",Yes
